207	CutOrder.RecordMachineBreakdown	brokenMachineId=askAnswer.machineId,breakdownReportedBy=sewingCompleted.operatorId,breakdownDescription=prompt("askAnswer.machineStatus after the run")	guard=askAnswer.machineStatus is down
208	+CutOrder.RecordSalesOrder	customerName:String(1,200)=askAnswer.customerName;requestedShipDate:Date=askAnswer.requestedShipDate;sizeBreakdown:SizeQuantity+=askAnswer.sizeBreakdown	
209	CutOrder.AssignBundle	bundleId=prompt("the first bundle"),operatorId=prompt("the operator for the first of askAnswer.operations"),assignedBy=prompt("the line supervisor")	
210	CutOrder.CancelCutOrder	reason=prompt("the style is not active"),cancelledBy=prompt("the style master")	guard=not askAnswer.active
211	CutOrder.RecordQualityCheck	inspection=prompt("an inspection of the trims against askAnswer.trims")	
212	CutOrder.CancelCutOrder	reason=prompt("trims short: askAnswer.shortages"),cancelledBy=prompt("trim inventory")	guard=not askAnswer.allAvailable
213	CutOrder.RecordQualityCheck	inspection=prompt("the trim askAnswer.trimCode checked at assignment")	
214	+FabricLot.RecordCustomerOrder	customerName:String(1,200)=askAnswer.customerName;yardsOrdered:Decimal(12,2)=askAnswer.yardsOrdered;dueDate:Date=askAnswer.dueDate	
215	FabricLot.StartDyeing	dyeFormula=prompt("askAnswer.standardFormula for askAnswer.colorCode"),technicianId=dyeingStarted.technicianId	guard=dyeingStarted.dyeFormula differs from askAnswer.standardFormula
216	FabricLot.RecordWeavingDefect	defect=prompt("a hazard note for askAnswer.chemicalName at safety class askAnswer.safetyClass")	guard=askAnswer.safetyClass demands a note on the lot
217	FabricLot.StartWarping	beamId=warpingStarted.beamId,yarnLots=warpingStarted.yarnLots,operatorId=warpingStarted.operatorId	guard=askAnswer.availablePounds is short of what the beam needs
218	AdCampaign.RecordPerformance	metric=prompt("a metric carrying askAnswer.winRate, askAnswer.averageBid and askAnswer.impressionsWon")	
219	AdCampaign.AttachCreative	creative=prompt("the creative askAnswer describes, pulled back for review")	guard=askAnswer.assetStatus is not approved
220	Advertisement.UpdateBid	bidInfo=prompt("the bid raised to at least askAnswer.requestFloorPrice")	guard=the ad's bid is below askAnswer.requestFloorPrice
221	Advertisement.RecordImpression	impression=prompt("the impression marked viewable, brand-safe and human per askAnswer")	guard=askAnswer.viewable and askAnswer.brandSafe and askAnswer.humanTraffic
222	Advertisement.UpdateTargeting	targeting=prompt("the targeting narrowed to askAnswer.segments")	guard=the targeting names a segment not in askAnswer.segments
223	MediaOrder.RecordPerformance	metrics=prompt("metrics carrying askAnswer.totalSpend, askAnswer.totalRevenue and askAnswer.returnOnAdSpend")	
224	MediaOrder.NegotiateRate	placementId=prompt("the first of askAnswer.placements"),proposedRate=prompt("its rate"),notes=prompt("what the vendor has left")	guard=askAnswer.hasCapacity
225	ConversionPath.RecordTouchpoint	touchpoint=prompt("the interaction in askAnswer.interactions the path lacks")	guard=askAnswer.interactions holds a touchpoint the path lacks
226	ConversionPath.RecordTouchpoint	touchpoint=prompt("the first of askAnswer.pageViews")	guard=askAnswer.sessionCount is greater than zero
227	AudienceSegment.PauseSegment	reason=prompt("reach askAnswer.estimatedReach at match rate askAnswer.matchRate is too small to spend on")	guard=askAnswer.estimatedReach is too small to spend on
228	AudienceSegment.FailSegmentBuild	reason=prompt("no profiles matched: askAnswer.totalMatches")	guard=askAnswer.totalMatches is zero
229	AnalyticsReport.AddChannelMetrics	metrics=prompt("the channel metrics with askAnswer's audience breakdown")	
230	AnalyticsReport.AddCampaignPerformance	performance=prompt("askAnswer's impressions, clicks, spend and conversions")	guard=the performance added disagrees with askAnswer
231	AnalyticsReport.AddAttributionResults	results=prompt("attribution over askAnswer.conversionPaths worth askAnswer.totalValue")	
232	AnalyticsReport.GenerateReport		
233	AnalyticsReport.CompleteReport	completedAt=prompt("now"),summary=prompt("the summary with askAnswer.completions and askAnswer.conversionRate closing the funnel")	guard=the summary omitted goal completions
234	AnalyticsReport.AddChannelMetrics	metrics=prompt("askAnswer.channelBreakdown as channel metrics")	
235	+AutomationWorkflow.RecordLeadProfile	leadId:LeadId=leadEnrolled.leadId;email:String(3,254)=askAnswer.email;firstName:String(3,100)=askAnswer.firstName;lastName:String(3,100)=askAnswer.lastName;leadScore:Natural=askAnswer.leadScore	
236	AutomationWorkflow.EnrollLead	leadId=prompt("the first of askAnswer.leadIds"),enrolledAt=prompt("now")	guard=askAnswer.totalCount is greater than zero
237	AutomationWorkflow.RemoveLead	leadId=askAnswer.recipientId,reason=prompt("mail never delivered")	guard=not askAnswer.delivered
238	+Field.RecordEquipmentPosition	equipmentId:UUID=askAnswer.equipmentId;latitude:Decimal(10,7)=askAnswer.latitude;longitude:Decimal(10,7)=askAnswer.longitude	
239	+Field.RecordHarvestValue	spotPrice:Decimal(8,2)=askAnswer.spotPrice;priceUnit:String(1,20)=askAnswer.priceUnit;asOf:TimeStamp=askAnswer.asOf	
240	Field.RecordIrrigation	irrigationDate=prompt("the first dry day in askAnswer.forecasts"),acreInches=prompt("what the crop needs"),method=prompt("the field's method")	guard=askAnswer.forecasts shows no rain in the days that decide the crop
241	Field.RecordScouting	report=prompt("the report annotated with the weather in askAnswer.data")	guard=the report did not note the weather
242	+FarmField.RecordHarvestValue	pricePerKg:Decimal(10,4)=askAnswer.pricePerKg;currency:String(3,3)=askAnswer.currency;asOfDate:Date=askAnswer.asOfDate	
243	FarmField.PlanHarvest	plannedDate=prompt("a date nearer askAnswer.forecastDate"),estimatedYieldKg=harvestPlanned.estimatedYieldKg	guard=askAnswer.forecastPricePerKg favours a different date
244	FarmField.CompleteIrrigation	completedAt=prompt("now"),actualVolumeLiters=prompt("zero: rain made it pointless")	guard=askAnswer.precipitationMm makes the irrigation pointless
245	FarmField.RecordSoilReading	reading=prompt("the reading annotated with askAnswer.totalPrecipitationMm")	guard=the reading did not note the rain
246	+LivestockAnimal.RecordSaleValuation	averagePrice:Decimal(10,2)=askAnswer.averagePrice;pricePerKg:Decimal(8,2)=askAnswer.pricePerKg	
247	LivestockAnimal.UpdateHealthStatus	newStatus=prompt("vaccinations current"),reason=prompt("askAnswer.vaccinations checked at the visit")	guard=askAnswer.vaccinations is complete
248	HarvestBlock.AssignContractor	contractorId=prompt("the first of askAnswer.contractors"),contractValue=prompt("the contract value")	guard=askAnswer.hasAvailability
249	HarvestBlock.RejectBlock	reason=prompt("species at risk: askAnswer.speciesAtRisk under askAnswer.restrictions")	guard=askAnswer.restrictions forbid harvest
250	TimberLog.QuarantineLog	reason=prompt("permit askAnswer.harvestPermit invalid or expired"),quarantinedBy=prompt("the regulatory system")	guard=not askAnswer.isValid
251	TimberLog.LoadForTransport	transport=prompt("transport to askAnswer.sawmillId at askAnswer.nextAvailable")	guard=askAnswer.availableSlots is greater than zero
252	+TimberLog.RecordTransportStatus	transportStatus:String(3,50)=askAnswer.transportStatus;currentLocation:String(3,200)?=askAnswer.currentLocation	
253	Stand.BeginHarvest	startDate=askAnswer.earliestStart,contractor=prompt("the contractor with a crew free")	guard=askAnswer.availableCrews is greater than zero
254	Stand.PlanRegeneration	plan=prompt("a plan for askAnswer.available seedlings of askAnswer.species delivered askAnswer.deliveryDate")	
255	Stand.RecordTimberSale	saleInfo=prompt("the sale valued at askAnswer's sawlog, pulpwood and veneer prices")	guard=the cruise volume is worth selling at askAnswer's prices
256	+ExtractionZone.RecordPermitRequirements	permitId:UUID=askAnswer.permitId;requirements:String(1,500)+=askAnswer.requirements;expirationDate:Date=askAnswer.expirationDate	
257	ExtractionZone.RecordSafetyIncident	incident=prompt("an incident for rig askAnswer.equipmentId not fit to run")	guard=askAnswer.equipmentStatus is not fit
258	ExtractionZone.SurveyZone	oreBlocks=prompt("the survey blocks reconciled to askAnswer.estimatedTonnage at askAnswer.averageGrade")	guard=the survey disagrees with askAnswer beyond its confidence
259	MineralBatch.ReconcileGrade	reconciliation=prompt("the reconciliation over every assay in askAnswer.results")	guard=the reconciliation missed an assay in askAnswer.results
260	MineralBatch.ConfirmDelivery	shipmentId=askAnswer.shipmentId,deliveredAt=askAnswer.lastUpdated,receivedTonnage=prompt("the tonnage shipped")	guard=askAnswer.deliveryStatus is delivered
261	PipelineSegment.ScheduleMaintenance	maintenance=prompt("maintenance clearing askAnswer.outstandingItems before askAnswer.nextFilingDue")	guard=not askAnswer.isCompliant
262	PipelineSegment.ReportLeakIndicator	indicator=prompt("the divergence between the recorded flow and askAnswer.readings")	guard=askAnswer.readings disagree with the recorded flow
263	Well.SubmitForPermit	regulatoryAgency=prompt("the agency for askAnswer.leaseName"),submittedAt=prompt("now")	guard=askAnswer.expirationDate has not passed
264	Well.RecordProduction	production=prompt("the production reconciled to askAnswer.flowRate")	guard=the recorded production disagrees with askAnswer.flowRate
265	AuditEngagement.SubmitWorkpaperForReview	workpaperId=workpaperAdded.workpaperId,reviewerId=prompt("the reviewer, now that askAnswer.content is attached")	
266	AuditEngagement.RecordFinding	finding=prompt("a finding that the filing askAnswer.filingId is not yet accepted")	guard=askAnswer.acceptedDate is absent
267	Engagement.ReconcileAccount	reconciliation=prompt("the reconciliation redone against askAnswer.transactions and askAnswer.balance")	guard=the reconciliation disagrees with askAnswer.balance
268	Engagement.ReviewFinancials	statementType=financialsReviewed.statementType,reviewedBy=prompt("the reviewer"),approved=prompt("whether the sources at askAnswer.downloadUrl support the numbers"),comments=prompt("what the sources showed")	guard=the review was made without its source documents
269	Engagement.PostJournalEntry	entry=prompt("the tax entry for the invoice at askAnswer.rates")	
270	+BenefitsEnrollment.RecordPlanTerms	premiumSchedule:Decimal(10,2)+=askAnswer.premiumSchedule;networkProviders:Natural=askAnswer.networkProviders	
271	+BenefitsEnrollment.RecordCompensationBasis	annualSalary:Decimal(12,2)=askAnswer.annualSalary;payFrequency:String(3,50)=askAnswer.payFrequency	
272	PayrollRun.InitiatePayroll	payPeriod=payrollInitiated.payPeriod,employeeIds=askAnswer.employees	guard=the run's roster differs from askAnswer.employees
273	PayrollRun.ApplyDeduction	employeeId=askAnswer.employeeId,deduction=prompt("the standing deduction in askAnswer.deductions")	guard=askAnswer.deductions holds a deduction the run lacks
274	PayrollRun.CalculateTaxes		guard=askAnswer.taxAmount differs from what the run withheld
275	PayrollRun.AddTimeEntry	employeeId=askAnswer.employeeId,earningsEntry=prompt("the correction to match askAnswer.totalRegularHours and askAnswer.totalOvertimeHours")	guard=the entry disagrees with the tracked hours
276	JobRequisition.RejectCandidate	candidateId=askAnswer.candidateId,reason=prompt("background check askAnswer.checkStatus")	guard=askAnswer.checkStatus is a fail
277	JobRequisition.AddCandidate	candidate=prompt("the first of askAnswer.applications")	guard=askAnswer.applications is not empty
278	Contract.AddReviewComment	comment=prompt("a comment anchoring the review to askAnswer.documentName version askAnswer.version")	
279	Contract.SubmitRedline	changes=prompt("the changes marked against version askAnswer.latestVersion")	guard=the redline was marked against an older version than askAnswer.latestVersion
280	Contract.ActivateContract	activatedAt=prompt("now")	guard=askAnswer.pendingSignatories is empty
281	LegalMatter.AddCourtDeadline	deadline=prompt("the first of askAnswer.deadlines")	guard=askAnswer.deadlines is not empty
282	LegalMatter.RecordExpense	expenseEntry=prompt("the unbilled amount askAnswer.unbilledAmount as a closing expense")	guard=askAnswer.unbilledAmount is greater than zero
283	+Pipeline.RecordArtifactLocation	artifactId:ArtifactId=askAnswer.artifactId;url:URL("https")=askAnswer.url;expiresAt:TimeStamp=askAnswer.expiresAt	
284	Incident.AssignIncidentCommander	commander=prompt("whoever askAnswer.schedule has on call"),assignedBy=prompt("the on-call schedule")	
285	Stack.ReconcileDrift	runId=prompt("a new run")	guard=askAnswer.properties differ from the plan
286	+Stack.RecordModule	moduleId:ModuleId=askAnswer.moduleId;version:String(1,50)=askAnswer.version;checksum:String(64,64)=askAnswer.checksum	
287	Stack.UpdateVariables	updatedVariables=prompt("the module pinned to askAnswer.latestVersion")	guard=the plan pins an older version than askAnswer.latestVersion
288	Stack.ApplyStack	runId=stackApplyStarted.runId,autoApprove=prompt("false")	guard=the apply has not yet authenticated with askAnswer.value
289	Stack.PlanStack	runId=stackApplyStarted.runId	guard=askAnswer.stateVersion is newer than the plan's
290	Alert.AddComment	author=prompt("the dashboard service"),comment=prompt("the dashboard askAnswer.name for the responder")	
291	Alert.AddComment	author=alertAcknowledged.acknowledgedBy,comment=prompt("the trace in askAnswer.traces that shows the failure")	
292	Alert.AddComment	author=prompt("the tracing service"),comment=prompt("the traces around the window in askAnswer")	
293	Alert.AddComment	author=alertAcknowledged.acknowledgedBy,comment=prompt("the log entries in askAnswer for the window")	
294	Alert.ExpireAlert		guard=askAnswer.dataPoints show recovery held
295	Subscription.RecordPayment	invoice=prompt("the invoice for askAnswer.usageTotalAmount over askAnswer.usageItems")	
296	Tenant.ScaleResource	resourceId=resourceScaled.resourceId,scalingPolicy=prompt("the policy corrected to askAnswer's actual utilization")	guard=askAnswer's utilization contradicts the scaling decision
297	Meter.GenerateBillingRecord	billingPeriodStart=prompt("the period's start"),billingPeriodEnd=prompt("the period's end")	guard=askAnswer.paymentStatus shows the meter's output not yet invoiced
298	Meter.AdjustUsage	metricType=prompt("the batch's metric"),adjustment=prompt("the difference between the batch and askAnswer.successCount"),reason=prompt("reconciled to ingestion"),adjustedBy=prompt("the ingestion service")	guard=askAnswer.successCount differs from batchEventsRecorded.eventCount
299	Meter.PauseMeter	reason=prompt("subscription askAnswer.subscriptionStatus is not active")	guard=askAnswer.subscriptionStatus is not active
300	AuditCase.ReconcileRecords	billingRecords=askAnswer.billingRecords,usageRecords=prompt("the usage records still to be fetched")	
301	AuditCase.EscalateCase	escalatedTo=prompt("revenue assurance lead"),reason=prompt("askAnswer.totalCount services carried but never billed")	guard=askAnswer.totalCount is greater than zero
302	AuditCase.ReconcileRecords	billingRecords=prompt("the billing records already held"),usageRecords=askAnswer.usageRecords	guard=the reconciliation was made without askAnswer.usageRecords
303	UsageRecord.ApplyRatePlan	ratePlan=askAnswer.ratePlan	
304	UsageRecord.DisputeUsageRecord	reason=prompt("mediation says askAnswer.mediationStatus, which contradicts the rejection")	guard=askAnswer.mediationStatus contradicts the rejection
305	Subscriber.SuspendService	reason=prompt("past due askAnswer.pastDueAmount"),suspendedAt=prompt("now")	guard=askAnswer.pastDueAmount is greater than zero
306	Subscriber.CreateSupportTicket	ticket=prompt("the ticket annotated with askAnswer.totalInteractions prior contacts and satisfaction askAnswer.satisfactionScore")	guard=the ticket lacked the customer's history
307	EquipmentItem.InstallEquipment	installedBy=prompt("the field team"),installedAt=prompt("when the site is ready"),updatedIpAddress=prompt("an address on the site's network per askAnswer"),hostname=prompt("a hostname per askAnswer.elements")	guard=askAnswer.elements has room for the item
308	EquipmentItem.RegisterEquipment	details=prompt("the details corrected to the catalogue entry in askAnswer.items"),vendorId=askAnswer.vendorId,purchaseOrderId=prompt("the order it came on")	guard=the received item disagrees with its catalogue entry
309	NetworkIncident.AddTimelineEntry	entry=prompt("askAnswer.recommendation, with exhaustion askAnswer.exhaustionDate")	
310	NetworkIncident.StartInvestigation	assignedTo=prompt("the NOC engineer"),diagnostics=prompt("askAnswer.metrics at askAnswer.lastPolled")	
311	ServiceOrder.FailOrder	reason=prompt("element askAnswer.elementStatus, last seen askAnswer.lastContact")	guard=askAnswer.elementStatus is down
312	ServiceOrder.DesignService	resources=prompt("a design over askAnswer.resources")	guard=askAnswer.hasCapacity
313	Vehicle.AssignDriver	driver=prompt("the first of askAnswer.drivers")	guard=askAnswer.drivers is not empty
314	Vehicle.UnassignDriver	updatedReason=prompt("safety score askAnswer.safetyScore or hours askAnswer.hoursWorked disqualify the driver")	guard=askAnswer.safetyScore or askAnswer.hoursWorked disqualifies the driver
315	+Vehicle.RecordInsuranceCover	policyNumber:String(1,50)=askAnswer.policyNumber;coverageType:String(1,100)=askAnswer.coverageType;expirationDate:Date=askAnswer.expirationDate	
316	Vehicle.ScheduleMaintenance	maintenance=prompt("the reminded maintenance booked into the first of askAnswer.slots")	guard=askAnswer.slots is not empty
317	Route.AddStop	stop=prompt("the stop with askAnswer.location as its coordinates")	guard=stopAdded.stop carried no coordinates
318	Route.ArriveAtStop	stopId=arrivedAtStop.stopId,arrivedAt=arrivedAtStop.arrivedAt,currentLocation=prompt("the position, with askAnswer.address as its street address")	guard=the arrival carried no address
319	Route.OptimizeRoute	strategy=prompt("the strategy re-run over askAnswer.segments totalling askAnswer.distance")	guard=askAnswer.distance disagrees with the optimisation's estimate
320	Route.ReorderStops	newSequence=prompt("the sequence re-cut on askAnswer.distances and askAnswer.durations")	guard=askAnswer.distances show a shorter sequence than the one chosen
321	Route.ReorderStops	newSequence=prompt("the stops re-sequenced around askAnswer.incidents")	guard=askAnswer.delayMinutes is worth re-routing for
322	Entry.RecordCBPResponse	response=prompt("a response carrying askAnswer.status and askAnswer.messages")	guard=askAnswer.status has moved since the last response recorded
323	Entry.RespondToInquiry	inquiryResponse=prompt("the response with the document attached"),supportingDocs=prompt("askAnswer.fileName")	guard=the response went without its supporting document
324	Entry.UpdateEntry	lineItems=prompt("the line items classified at askAnswer.htsCode with duty askAnswer.dutyRate")	
325	Entry.FileProtest	protestReason=prompt("the protest argued from ruling askAnswer.rulingNumber"),requestedRelief=prompt("reclassification to askAnswer.htsCode")	guard=askAnswer.rulingNumber is present and the protest did not cite it
326	Entry.UpdateEntry	lineItems=prompt("the line items claiming askAnswer.preferentialRate under the agreement")	guard=askAnswer.eligible
327	Entry.AttachDocument	document=prompt("the certificate reissued in askAnswer.certificateFormat with askAnswer.requiredFields")	guard=the attached document lacks a field in askAnswer.requiredFields
328	Shipment.BookCarrier	booking=prompt("a booking on the first of askAnswer.flights that can take the freight")	guard=askAnswer.flights is not empty
329	Shipment.RecordMilestone	milestone=askAnswer.lastEvent	guard=askAnswer.lastEvent is not yet recorded
330	Shipment.BookCarrier	booking=prompt("a booking on the first of askAnswer.sailings that fits the route")	guard=askAnswer.sailings is not empty
331	Shipment.AttachQuote	quote=prompt("the cheapest of askAnswer.quotes for the containers assigned")	
332	Move.ScheduleDestinationDray	carrier=destinationDrayScheduled.carrier,scheduledDate=prompt("a date when askAnswer.poolName has a chassis"),appointmentTime=prompt("the pool's next slot")	guard=askAnswer.available is zero
333	+Move.RecordRate	charges:MoveCharges=askAnswer.charges;transitDays:Natural=askAnswer.transitDays;expirationDate:Date=askAnswer.expirationDate	
334	Move.AssignToTrain	trainId=prompt("the first train in askAnswer.trainSchedule with space"),trainSymbol=prompt("its symbol"),carNumber=prompt("the car"),carPosition=prompt("the position")	guard=askAnswer.spaceAvailable
335	PortCall.AssignPilot	portCallId=berthRequested.request.portCallId,pilotage=prompt("the first of askAnswer.pilots free for the window")	guard=askAnswer.pilots is not empty
336	PortCall.CompleteCargoOperations	portCallId=cargoOperationsStarted.portCallId,completion=prompt("operations halted: only askAnswer.availableCapacity in the yard")	guard=askAnswer.availableCapacity is short of what comes off
337	PortCall.OrderTugs	portCallId=vesselArrived.portCallId,tugs=prompt("the tugs in askAnswer.availableTugs the vessel needs")	guard=askAnswer.availableTugs is not empty
338	PortCall.ConfirmBerthAssignment	portCallId=berthRequested.request.portCallId,assignment=prompt("the berth assignment timed from askAnswer.position and askAnswer.speed")	
339	Vessel.UpdatePosition	position=prompt("the AIS position in askAnswer, which is the confirmed one")	guard=askAnswer.position disagrees with the reported position
340	Vessel.SubmitBunkerReport	report=prompt("a bunker report requesting fuel at askAnswer.pricePerTon for askAnswer.earliestDelivery")	guard=askAnswer.available and the vessel needs fuel
341	Voyage.UpdateVoyage	details=prompt("the voyage's details with askAnswer's charter terms and hire rate")	
342	Vessel.AddCertificate	certificate=prompt("the certificate in askAnswer.certificates the society actually issued")	guard=askAnswer.certificates carries the renewal the vessel lacks
343	Vessel.AddCrewMember	crew=prompt("the first of askAnswer.availableCrew the voyage needs")	guard=askAnswer.availableCrew is not empty
344	Voyage.UpdateVoyage	details=prompt("the voyage routed around askAnswer.warnings")	guard=askAnswer.warnings is not empty
345	Voyage.UpdateVoyage	details=prompt("the voyage's first days replanned against askAnswer.forecasts")	guard=askAnswer.warnings is not empty
346	Ride.AssignDriver	driver=prompt("the first of askAnswer.drivers"),etaMinutes=prompt("the matching entry of askAnswer.driverEtaMinutes")	guard=askAnswer.drivers is not empty
347	Ride.RequestRide	rider=rideRequested.rider,pickup=rideRequested.pickup,dropoff=rideRequested.dropoff,vehicleType=rideRequested.vehicleType,fareEstimate=askAnswer.fareEstimate	guard=rideRequested.fareEstimate differs from askAnswer.fareEstimate
348	Ride.ProcessPayment	payment=prompt("a payment for askAnswer.fare")	
349	Ride.DriverEnRoute	driverLocation=driverIsEnRoute.driverLocation	guard=the rider has not yet been shown askAnswer.etaMinutes
350	Ride.UpdateLocation	location=prompt("the first of askAnswer.waypoints")	
351	Vehicle.AssignTrip	trip=tripAssigned.trip	guard=the vehicle is not among askAnswer.vehicles running
352	+Vehicle.RecordTripFares	tripId:UUID=tripCompleted.tripId;totalFares:Decimal(10,2)=askAnswer.totalFares;fareCount:Natural=askAnswer.fareCount	
353	Vehicle.PullFromService	reason=prompt("askAnswer.openWorkOrders open work orders or inspection due askAnswer.safetyInspectionDue")	guard=askAnswer.openWorkOrders is greater than zero or askAnswer.safetyInspectionDue has passed
354	Vehicle.RecordStopEvent	stopEvent=prompt("the stop event with its lateness against askAnswer.stops")	guard=the stop event carried no scheduled time
355	Vehicle.AssignTrip	trip=prompt("the trip in askAnswer.trips this assignment corresponds to")	guard=tripAssigned.trip is not in askAnswer.trips
356	GridSection.RecordLoad	load=prompt("the load priced at askAnswer.lmpPrice")	
357	GridSection.UpdateOutageStatus	outageId=serviceRestored.outageId,status=prompt("askAnswer.status"),notes=prompt("askAnswer.crewsAssigned crews still assigned, ETR askAnswer.etr")	guard=askAnswer.status is not restored
358	GridSection.RecordLoad	load=askAnswer.load	guard=askAnswer.switchStatus contradicts the switching order
359	OutageEvent.DispatchCrew	assignment=prompt("the first of askAnswer.crews, arriving in askAnswer.estimatedArrival")	guard=askAnswer.crews is not empty
360	OutageEvent.ConfirmOutage	confirmedBy=prompt("SCADA"),cause=prompt("feeder askAnswer.feederStatus at askAnswer.voltage volts")	guard=askAnswer.feederStatus confirms the outage
361	District.IsolateSection	sectionId=prompt("the section askAnswer.stationId feeds"),reason=prompt("leak located by pressure drop from askAnswer.inletPressure to askAnswer.outletPressure"),isolatedAt=prompt("now")	guard=askAnswer shows a pressure drop that locates the leak
362	BillingAccount.GenerateBill	usage=usageCalculated.usage,rateSchedule=prompt("the schedule at askAnswer.wholesaleRate")	
363	BillingAccount.SubmitMeterReading	reading=prompt("the reading in askAnswer.readings the bill missed")	guard=askAnswer.hasGaps
364	Meter.UpdateCommunication	communicationStatus=prompt("offline since askAnswer.lastContact, signal askAnswer.signalStrength")	guard=not askAnswer.online
365	Meter.RecordReading	reading=prompt("the reading replaced by askAnswer.estimatedValue")	guard=not askAnswer.valid and askAnswer.estimatedValue is present
366	+WaterSystem.RecordComplianceRequirements	regulatoryBody:String(3,200)=askAnswer.regulatoryBody;requirements:String(3,500)+=askAnswer.requirements;dueDate:Date=askAnswer.dueDate	
367	WaterSystem.UpdatePressure	reading=prompt("the first of askAnswer.readings")	
